marker;r2_null;r2_full;r2_delta;lrt_stat;lrt_df;lrt_pvalue;beta_marker;beta_marker_se;beta_marker_pvalue;r2_delta_ci_low;r2_delta_ci_high;n_bootstrap
WM_all;0.23935545664731914;0.5714794279133831;0.33212397126606397;28.450035581599195;1;9.614799955811971e-08;-0.05734446257194141;0.009280703929188854;6.45532411414268e-10;0.19507895054404595;0.5844703984138603;500
